year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2020,B,Mining,f_50-99,Total expenditure,521,DOLLARS(millions)
2020,B,Mining,f_50-99,Total income,666,DOLLARS(millions)
2020,B,Mining,g_100-199,Activity unit,9,COUNT
2020,B,Mining,g_100-199,Fixed tangible assets,2994,DOLLARS(millions)
2020,B,Mining,g_100-199,Operating profit before tax,435,DOLLARS(millions)
2020,B,Mining,g_100-199,Rolling mean employees,1293,COUNT
2020,B,Mining,g_100-199,Salaries and wages paid,132,DOLLARS(millions)
2020,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",1519,DOLLARS(millions)
2020,B,Mining,g_100-199,Total assets,5626,DOLLARS(millions)
2020,B,Mining,g_100-199,Total expenditure,1469,DOLLARS(millions)
2020,B,Mining,g_100-199,Total income,1939,DOLLARS(millions)
2020,B,Mining,h_200+,Activity unit,3,COUNT
2020,B,Mining,h_200+,Fixed tangible assets,C,DOLLARS(millions)
2020,B,Mining,h_200+,Operating profit before tax,C,DOLLARS(millions)
2020,B,Mining,h_200+,Rolling mean employees,1851,COUNT
2020,B,Mining,h_200+,Salaries and wages paid,179,DOLLARS(millions)
2020,B,Mining,h_200+,"Sales, government funding, grants and subsidies",994,DOLLARS(millions)
2020,B,Mining,h_200+,Total assets,1096,DOLLARS(millions)
2020,B,Mining,h_200+,Total expenditure,872,DOLLARS(millions)
2020,B,Mining,h_200+,Total income,1006,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Activity unit,690,COUNT
2020,B,Mining,i_Industry_Total,Fixed tangible assets,7729,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Rolling mean employees,5691,COUNT
2020,B,Mining,i_Industry_Total,Salaries and wages paid,659,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",4716,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Total assets,13133,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Total expenditure,4528,DOLLARS(millions)
2020,B,Mining,i_Industry_Total,Total income,5267,DOLLARS(millions)
2020,C,Manufacturing,a_0,Activity unit,9267,COUNT
2020,C,Manufacturing,a_0,Fixed tangible assets,2074,DOLLARS(millions)
2020,C,Manufacturing,a_0,Operating profit before tax,259,DOLLARS(millions)
2020,C,Manufacturing,a_0,Rolling mean employees,0,COUNT
2020,C,Manufacturing,a_0,Salaries and wages paid,405,DOLLARS(millions)
2020,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",2563,DOLLARS(millions)
2020,C,Manufacturing,a_0,Total assets,3817,DOLLARS(millions)
2020,C,Manufacturing,a_0,Total expenditure,2353,DOLLARS(millions)
2020,C,Manufacturing,a_0,Total income,2598,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Activity unit,6336,COUNT
2020,C,Manufacturing,b_1-5,Fixed tangible assets,752,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Operating profit before tax,96,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Rolling mean employees,14598,COUNT
2020,C,Manufacturing,b_1-5,Salaries and wages paid,835,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",4598,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Total assets,2851,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Total expenditure,4508,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Total income,4656,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Activity unit,1866,COUNT
2020,C,Manufacturing,c_6-9,Fixed tangible assets,435,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Operating profit before tax,209,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Rolling mean employees,13449,COUNT
2020,C,Manufacturing,c_6-9,Salaries and wages paid,680,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2912,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Total assets,1756,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Total expenditure,2734,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Total income,2920,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Activity unit,1881,COUNT
2020,C,Manufacturing,d_10-19,Fixed tangible assets,846,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Operating profit before tax,308,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Rolling mean employees,25500,COUNT
2020,C,Manufacturing,d_10-19,Salaries and wages paid,1351,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",5296,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Total assets,3657,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Total expenditure,5076,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Total income,5329,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Activity unit,1161,COUNT
2020,C,Manufacturing,e_20-49,Fixed tangible assets,2081,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Operating profit before tax,702,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Rolling mean employees,35331,COUNT
2020,C,Manufacturing,e_20-49,Salaries and wages paid,2055,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",11846,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Total assets,7556,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Total expenditure,11341,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Total income,11893,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Activity unit,438,COUNT
2020,C,Manufacturing,f_50-99,Fixed tangible assets,2410,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Operating profit before tax,855,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Rolling mean employees,30228,COUNT
2020,C,Manufacturing,f_50-99,Salaries and wages paid,1845,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",9819,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Total assets,8112,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Total expenditure,9255,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Total income,9921,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Activity unit,192,COUNT
2020,C,Manufacturing,g_100-199,Fixed tangible assets,2873,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Operating profit before tax,587,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Rolling mean employees,26163,COUNT
2020,C,Manufacturing,g_100-199,Salaries and wages paid,1728,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,"Sales, government funding, grants and subsidies",11519,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Total assets,10626,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Total expenditure,11352,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Total income,11630,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Activity unit,159,COUNT
2020,C,Manufacturing,h_200+,Fixed tangible assets,19492,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Operating profit before tax,3710,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Rolling mean employees,96729,COUNT
2020,C,Manufacturing,h_200+,Salaries and wages paid,7604,DOLLARS(millions)
2020,C,Manufacturing,h_200+,"Sales, government funding, grants and subsidies",70969,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Total assets,57304,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Total expenditure,69529,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Total income,71536,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Activity unit,21300,COUNT
2020,C,Manufacturing,i_Industry_Total,Fixed tangible assets,30963,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Operating profit before tax,6726,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Rolling mean employees,241995,COUNT
2020,C,Manufacturing,i_Industry_Total,Salaries and wages paid,16504,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,"Sales, government funding, grants and subsidies",119523,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Total assets,95678,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Total expenditure,116148,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Total income,120483,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Activity unit,582,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets,5924,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,232,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid,36,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",1487,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,7260,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Total expenditure,1335,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Total income,1527,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit,351,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,158,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,30,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,690,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid,46,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",211,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,425,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,183,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,213,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,69,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets,260,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,21,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,507,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,26,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",126,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,349,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,107,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,127,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,60,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,1083,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,22,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,840,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,52,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",357,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,1283,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,349,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,368,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,36,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,526,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,73,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1101,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,69,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",419,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,803,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,359,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,427,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,21,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,751,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,49,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1398,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,105,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",530,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1155,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,490,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,547,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,15,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,3277,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,117,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,2076,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,127,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",887,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,4109,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,820,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,893,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,21,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets,47978,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,2011,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,13431,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,1219,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",16285,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Total assets,60269,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,14548,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,16474,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1155,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,59957,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2556,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees,20043,COUNT
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,1680,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies",20302,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,75653,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,18192,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,20576,DOLLARS(millions)
2020,E,Construction,a_0,Activity unit,39384,COUNT
2020,E,Construction,a_0,Fixed tangible assets,4983,DOLLARS(millions)
2020,E,Construction,a_0,Operating profit before tax,1729,DOLLARS(millions)
2020,E,Construction,a_0,Rolling mean employees,0,COUNT
2020,E,Construction,a_0,Salaries and wages paid,1753,DOLLARS(millions)
2020,E,Construction,a_0,"Sales, government funding, grants and subsidies",14712,DOLLARS(millions)
2020,E,Construction,a_0,Total assets,17997,DOLLARS(millions)
2020,E,Construction,a_0,Total expenditure,13065,DOLLARS(millions)
2020,E,Construction,a_0,Total income,14890,DOLLARS(millions)
2020,E,Construction,b_1-5,Activity unit,20400,COUNT
2020,E,Construction,b_1-5,Fixed tangible assets,2031,DOLLARS(millions)
2020,E,Construction,b_1-5,Operating profit before tax,868,DOLLARS(millions)
2020,E,Construction,b_1-5,Rolling mean employees,40149,COUNT
2020,E,Construction,b_1-5,Salaries and wages paid,2930,DOLLARS(millions)
2020,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",12702,DOLLARS(millions)
2020,E,Construction,b_1-5,Total assets,7996,DOLLARS(millions)
2020,E,Construction,b_1-5,Total expenditure,11865,DOLLARS(millions)
2020,E,Construction,b_1-5,Total income,12766,DOLLARS(millions)
2020,E,Construction,c_6-9,Activity unit,3246,COUNT
2020,E,Construction,c_6-9,Fixed tangible assets,621,DOLLARS(millions)
2020,E,Construction,c_6-9,Operating profit before tax,409,DOLLARS(millions)
2020,E,Construction,c_6-9,Rolling mean employees,23070,COUNT
